Taxon	ADHD1	ADHD2	ADHD3	ADHD4	ADHD5	ADHD6	ADHD7	ADHD8	ADHD9	ADHD10	ADHD11	ADHD12	ADHD13	ADHD14	ADHD15	ADHD16	ADHD17	ADHD18	ADHD19	ADHD20	ADHD21	ADHD23	ADHD24	ADHD25	ADHD26	ADHD27	ADHD28	ADHD29	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control22	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0623039845082	0.0606740584301	0.0844963821864	0.0162209833381	0.00779238379184	0.000224056163412	0.0142140292679	0.0140052519695	0.0137115147461	0.000557467642639	0.00980880302729	0.0177905580484	0.0210037296342	0.047661305232	0.0105579158928	0.0300258608956	0.0012177795819	0.034441581296	0.0899964220319	0.0	0.0129088798882	0.0122572363245	0.0307194518462	0.0366486284755	0.0276668960771	0.0192268873637	0.145847523044	0.00278499115577	0.00598574493115	0.011317918564	0.0409051348999	0.000644852619974	0.0381807854934	0.0534625287979	0.00930053145894	0.037573763643	0.0294957183635	0.000992617408028	0.000538575467887	0.0354803788904	0.0039592760181	0.00134816312774	0.030151406849	0.0599145683453	0.0480082450506	0.0616035540512	0.000334525078927	0.0290527683668	0.00724078208793	0.0110851541386	0.0502427751668	0.0154280172794	0.0357633762664	0.00194625146635	0.0215001003635	0.00799528388784	0.0148615974654	0.012426058994
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.00926140310257	0.00365188313974	0.00257334019557	0.00113389398091	0.0	0.000149370775608	0.000986793760104	0.000500187570339	0.000271722091006	0.0	0.00129456283609	0.000442393983442	0.0	0.00329081161028	0.00200982013382	0.0	0.0	0.0	0.0254877612443	0.0	0.0098060115114	0.0	0.0186524552722	0.000634446725135	0.000871759577885	0.000605571255551	0.00608454797257	0.0	0.0	0.0	0.0264761119509	0.0	0.0185750047332	0.0357433256539	0.0	0.000208888192595	0.0	0.000186115764005	0.0	0.0	0.0	0.0	0.000324907401391	0.00483363309353	0.00565648818369	0.0342500528877	0.0	0.000208845778995	0.0	0.000274838532362	0.00173967231844	0.000220400246848	0.0018327139439	0.000213287831929	0.0	0.0	0.000604468901117	0.000476398427885
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.00852470058305	0.023407250968	0.0125034058914	0.00611042867492	0.00792790350996	0.00209119085851	0.0352306367969	0.00120878662832	0.00313525489622	0.0155121430995	0.0279077872934	0.00445553940466	0.00101419878296	0.0158624514698	0.0197674714427	0.00590717299578	0.00137000202963	0.0136383633964	0.0200576684276	0.00122884960771	0.00393187901182	0.0	0.0201751046821	0.0142190707221	0.0518467538426	0.000454178441663	0.00622076919584	0.00590869745211	0.017126842433	0.00342632300279	0.0460812605927	0.00671894826618	0.102299261628	0.00389619189592	0.00627893022458	0.0241004752206	0.0022835394862	0.0287859048328	0.00673219334859	0.00208389715832	0.00358220211161	0.00539265251095	0.0166677496913	0.0104541366906	0.00455395235128	0.0226359213032	0.0160781116059	0.039680698009	0.0196773991612	0.00403096514131	0.00394671928959	0.0126068941197	0.00570177671435	0.0219953076677	0.0327854227535	0.00140009579603	0.0136943471736	0.000555798165866
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127139808382	0.0	0.0	0.0	0.0	0.0	0.0	0.000271039436238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000309127697842	0.000239681702699	0.000148085466469	0.0	0.0	0.0	0.0	0.000181756809389	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000402662308439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000337230215827	0.000143809021619	0.0	0.0	0.0	0.0	0.0	0.000467374652715	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	0.000112028081706	0.0	0.00112542203326	0.0	0.0	0.000149372634933	0.0	0.0	0.0	0.0	0.000408329930584	0.0	0.0	0.000505124913182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136221223267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117873317203	0.0	0.0	0.000408496732026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.301963838431	0.452217529039	0.208137809936	0.106491543041	0.286217644667	0.672952686807	0.404753406538	0.172523029469	0.425788516606	0.503974986669	0.468731328421	0.277349428048	0.0835241771903	0.343797374746	0.2253542626	0.441105213012	0.19662066166	0.269876186286	0.260055142803	0.111132117087	0.21651389185	0.767319557746	0.272896840502	0.42474342228	0.315898141776	0.172537343561	0.0886346092721	0.636257574047	0.0862570064355	0.504487377868	0.317988181943	0.549747259376	0.225193007552	0.178479468763	0.673688496486	0.353412710847	0.428702822709	0.359761771822	0.248956510031	0.17250338295	0.465843388638	0.20267385687	0.34349210475	0.237381969424	0.230837447869	0.26255553205	0.593740199461	0.511161646633	0.385034325898	0.179240529522	0.284163788851	0.451820506039	0.451254899964	0.37104084462	0.417802261525	0.196197634575	0.252980656995	0.120211203303
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	0.000395987328405	0.000242196724289	0.000220479385177	0.0	0.0	0.0	0.000416822975282	0.0	0.0	0.0	0.0	0.0	0.000443704936217	0.0	0.0	0.0	0.0	0.0	0.0	0.000213174163291	0.0	0.0	0.0	0.0	0.0	0.000181628297689	0.0	0.0	0.0	0.0	0.0	0.000420724909018	0.0	0.0	0.0	0.0	0.000465289410013	0.0	0.0	0.0	0.0	0.000129962960556	0.000140512589928	0.000790949618906	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.00053454156697	0.0	0.000111515043379	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.000673556589278	0.00167194649771	0.0	0.0	0.0	0.000149370775608	0.00188960507254	0.0	0.0	0.0	0.00131945827524	0.000126398280983	0.0	0.000665557404326	0.000686900552065	0.0	0.0	0.00012569920181	0.000989202954981	0.000126035857201	0.000165802127004	0.0	0.000989722116483	0.0	0.00229410415233	0.0	0.000227035372111	0.000338715140567	0.00128018822227	0.000110526548477	0.00261096605744	0.0	0.00180911710878	0.000135519718119	0.0	0.00125332915557	0.0	0.00071344376202	0.00033660966743	0.0	0.0	0.00039321424559	0.000324907401391	0.000196717625899	0.0	0.000888512798815	0.000564511070689	0.00127627976052	0.000271268493208	0.0	0.0	0.000484880543066	0.000305452323983	0.000613202516796	0.000490666190869	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.36532025511	0.391719464977	0.358451151948	0.220227408737	0.142498983602	0.0999290488816	0.295030338659	0.281063732233	0.393119160588	0.301299141985	0.112801234814	0.166592934336	0.238467578355	0.246810870771	0.551988195487	0.271838845787	0.025471889588	0.333668531205	0.31435607097	0.00437974603775	0.316847864705	0.0652615015114	0.282565664256	0.177980966598	0.339252122046	0.166178845377	0.528402125051	0.227917654586	0.18050653934	0.208077280163	0.238605652512	0.267634638987	0.352651618739	0.596930478385	0.119835419167	0.38618204606	0.235331430384	0.0283516347168	0.189174633095	0.263301759134	0.173045500251	0.245421862712	0.337513808565	0.527737185252	0.415488231628	0.407531203723	0.148508227226	0.23555483362	0.119379003819	0.37149008291	0.293329525095	0.285241999471	0.30135417197	0.145542284313	0.278653790396	0.323274750378	0.322557111889	0.477748223431
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.00442021511714	0.00492784230905	0.00181647543217	0.0130712778355	0.0222929936306	0.0240860375668	0.0111906611518	0.00333458380226	0.00376230587547	0.00540501236124	0.00428201553475	0.00619351576819	0.0417784466401	0.0282492142725	0.0295112829776	0.00427385327344	0.0343515323726	0.00483941926969	0.00993412329257	0.0531556227747	0.0090954309671	0.0027330324237	0.0029311001142	0.0215711886546	0.0105987611838	0.0488494146145	0.0287880851837	0.0060968725302	0.0125596844509	0.00888633449755	0.000732902752966	0.00235059180829	0.0502555903822	0.00613226724488	0.0107363277902	0.00838163872787	0.00482080558199	0.0231714126186	0.00821327588528	0.00736129905277	0.0126633986928	0.00780811144815	0.0189096107609	0.0232126798561	0.00671108767557	0.00410408292786	0.00873946768697	0.00566204111941	0.0185923251883	0.00316064312217	0.0261470152935	0.00850744952834	0.00990174616912	0.0162631971846	0.00923344559181	0.00508455841715	0.00787893946973	0.016594545238
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.00145235639563	0.00259591693066	0.002088946747	0.0021103026867	0.0	0.000373426939019	0.00195259190829	0.000666916760452	0.00110779006333	0.000872558049348	0.00181736705835	0.00126398280983	0.0	0.00698835274542	0.00178085328313	0.00141554375936	0.000152222447737	0.00025139840362	0.00391471807716	0.0	0.00132641701604	0.000786782061369	0.00392082223068	0.001940660571	0.00555173204864	0.0	0.000681106116333	0.0	0.0	0.000309474335735	0.00732902752966	0.0	0.00927698424385	0.00298143379862	0.0	0.00174943861298	0.000951474785918	0.00167504187605	0.0	0.0	0.0	0.0	0.00302163883293	0.000814973021583	0.00234888068645	0.00114237359848	0.0	0.00162435605885	0.0	0.000183225688241	0.00150598499208	0.000528960592436	0.00150180725958	0.000133304894956	0.000468363182193	0.0	0.00168834417209	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0.0	0.0	0.0	0.0	0.000338799295297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127203805938	0.0	0.0	0.000188548802715	0.000273609327973	0.0	0.0	0.0	0.000456794822992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000251382604324	0.0	0.0	0.0	0.0	0.000126930399831	0.0	0.000788972942869	0.000187801264529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104436271171	0.0	0.0	0.0	0.0	0.0	0.0	0.000203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335554383778	0.0	0.0	0.0	0.0	0.0	0.000233687326357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.00458860426446	0.00259591693066	0.0110199509552	0.0170399067687	0.00548854858382	0.001904477389	0.00904910873627	0.0119211370931	0.0123738059904	0.022807697901	0.0151613224457	0.0331795487581	0.00114506314205	0.0892586430024	0.00282392449182	0.0273036613584	0.000913334686422	0.00672490729684	0.0346431502957	0.000976777893311	0.0027238920865	0.00443082529297	0.044575561477	0.0194812465012	0.0418903418215	0.0273011707711	0.00840030876811	0.0136238756539	0.0107951006851	0.0159821389098	0.0559754477578	0.0599296902627	0.0474156972464	0.0162623661743	0.0272587004972	0.0197399342002	0.0542657786235	0.0160369749984	0.0199946142453	0.00192151556157	0.0199220713927	0.0384226491405	0.00217687958932	0.00573291366906	0.00704664205935	0.0260207319653	0.0112065901441	0.00784331925558	0.00248315005321	0.00109935412945	0.00488146859502	0.00220400246848	0.0227052894161	0.0219419857097	0.0104155050516	0.00305810397554	0.0540687010172	0.00242169200842
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888867882913	0.0	0.0	0.000456794822992	0.0	0.0	0.0	0.0	0.0	0.00024219777178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000740541268345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00650951147064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368446262113	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000228397411496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.0	0.0	0.000151372952681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0314897052887	0.0	0.0	0.0	0.0	0.000274838532362	0.0	0.0	0.00203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000599204256747	0.00266553839645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000839824476684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.00261003178345	0.0	0.0172262420151	0.0019843144666	0.0536658083751	0.0057881175548	0.00428310483109	0.0105039389771	0.00441025855402	0.0101071307383	0.00221569408484	0.0175061619162	0.0110580383433	0.00177481974487	0.00501182995395	0.00604328297264	0.0391211690684	0.0651121865376	0.00286237450803	0.0092636355043	0.0148748193941	0.00227752701975	0.00182717929197	0.00649374883374	0.00289057123193	0.0224566007267	0.00998955637288	0.00485491701479	0.0225243927756	0.0136831867014	0.0	0.0	0.00445968403559	0.00254099471473	0.007350420024	0.00801608439083	0.00735807167777	0.035889323159	0.0262555540595	0.029201623816	0.0054361488185	0.0624087181216	0.0157580089674	0.00266973920863	0.00527299745937	0.00279246879628	0.00899036149616	0.0102102380842	0.00536276944265	0.00696257615318	0.00843870900735	0.00304152340651	0.00468360230107	0.00527887384025	0.0062894484466	0.00357392874249	0.00327246956812	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151392813888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.0	0.0	0.0	0.000283473495228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000168374971061	0.0	0.000568464435444	0.0	0.0	0.0	0.0	0.0	0.000181628297689	0.0	0.0	0.0	0.0	0.0	0.0	0.000271039436238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000191745362159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135317997294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000230951731088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0.00185228062051	0.0	0.00163482788895	0.00245677029198	0.0	0.000522797714627	0.0	0.00279271393439	0.000271722091006	0.000533229919046	0.0	0.00417114327245	0.00215926192501	0.00077648363838	0.00264583916351	0.000353885939839	0.0	0.0024511344353	0.00233620272347	0.0	0.00213174163291	0.000372686239596	0.0	0.000821048703116	0.000734113328745	0.00565199838514	0.00104436271171	0.000451620187422	0.000345996816829	0.00139263451081	0.00224451468096	0.0	0.00046279739992	0.00155847675837	0.0	0.0	0.000126863304789	0.00303989081209	0.0	0.00305818673884	0.0	0.00196607122795	0.000649814802781	0.00432778776978	0.0024687215378	0.0013750793315	0.000167262539464	0.000603332250429	0.0	0.0079703174385	0.000519305169683	0.000528960592436	0.0	0.00069318545377	0.000111515043379	0.00427397664051	0.000125062531266	0.00222319266346
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.000203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177481974487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272158409052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.000231535077564	0.0	0.000877963125549	0.00214179974172	0.00189727605367	0.0	0.000209956119171	0.000291776082698	0.0	0.00121188617965	0.000298745269867	0.0	0.0	0.0	0.000254407611876	0.0	0.000304444895474	0.00050279680724	0.0032622650643	0.0518322462741	0.000829010635022	0.00405813905338	0.00190331176247	0.000186601977981	0.0	0.00534921275737	0.00785542387504	0.0	0.00166078472078	0.0	0.0	0.00160173070123	0.0	0.00155847675837	0.00120006857535	0.00845997180009	0.00034887408817	0.0	0.0218796283829	0.000162381596752	0.000565610859729	0.00404448938322	0.000454870361947	0.00160184352518	0.0	0.0	0.0	0.0011834594143	0.000688604636605	0.00755805963996	0.0	0.0	0.0	0.0275141303189	0.000111515043379	0.000110533878634	0.0	0.00222319266346
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000291776082698	0.0	0.0	0.000423222465644	0.0	0.00140679186024	0.000147901645406	0.0	0.00185109568531	0.0	0.000565646408145	0.0	0.000504143428805	0.0	0.0	0.0	0.000223922373577	0.0	0.00105974969721	0.000136221223267	0.0	0.0089267178742	0.0	0.0	0.0	0.000210362454509	0.0	0.000171438367907	0.00041777638519	0.000158579130986	0.000992617408028	0.000201965800458	0.0046549391069	0.0	0.00426918323784	0.00315160179349	0.0	0.0	0.0	0.000480879800958	0.00259896969416	0.00208668071698	0.00297741743392	0.0	0.0	0.0	0.000666524474779	0.00265405803243	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158579130986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000378890392422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111961186789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119840851349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
